Source,"TIBIAL KNEE CENTRE ",,,MEDIAL PLATEAU,,,LATERAL PLATEAU,,,MEDIAL MALLEOLUS,,,LATERAL MALLEOLUS,,,TUBEROSITY,,,PCL,,,"ANKLE ",,,PCL OPP,,,Medial epicondyle,,,Lateral epicondyle,,,Plateau_Length,Knee_Centre_To_Ankle_Length
231_Tibia_L,15.2431629504333,61.7007817954099,219.441367910737,25.1657729981352,55.2103344078934,215.792100980545,6.78414671471574,69.5563504112762,215.50611618489,45.4012930791374,66.4857049738186,38.5543823513124,13.0919415531569,72.3829906942964,27.6156477571281,22.4948348277965,82.2376844730128,193.600451803045,9.37039327803394,54.1534717743264,212.967534751341,29.24661691807,69.4343470197497,33.0850134934025,22.754487556566,76.136162431976,215.133529378359,30.9744355589994,49.603024008879,216.279759783292,-0.261319783211687,75.0512834945246,216.152194432986,23.3189653993473,187.041694779057
232_Tibia_L,7.3796245063463,86.486815779788,299.701156286137,22.1512265037995,79.8516109151421,294.71718480898,-5.70934772242044,95.2761718774146,294.326602236723,47.0385737229304,99.3846251021759,52.6554909887653,2.19552345334841,100.436774226875,37.7159586781676,12.7739281342165,115.739005132195,264.409030144639,1.07014224682893,75.0512971021461,290.859544962132,24.6170482251373,99.9106984810312,45.1857227017859,14.4277704025622,107.563945586569,293.817743320115,31.1847138356523,73.5287534193265,295.383202836701,-16.3871892585296,101.18319725733,295.208980978021,31.8477822122565,255.45143439775
233_Tibia_L,-10.5660177340865,146.579869979919,507.414637073296,15.8927748124763,139.396642129552,498.976431129737,-34.7816122901044,157.810973328193,498.315148014901,52.3365960291363,178.651741504731,89.1493619212856,-22.9297032323503,168.534296421991,63.8557078714852,-9.29310063849299,196.924792852078,447.662644122906,-18.0881403504441,125.786025663265,492.445181977735,14.7034461048257,173.59301688815,76.5025312873038,-4.3623060032772,183.692287813075,497.453614927435,32.6734267157524,131.215964810215,500.10404538391,-54.2018581370516,164.860771860547,499.809075813929,53.9204821665516,432.496819435137
234_Tibia_L,-22.5083722645393,96.5486886673471,342.296095000513,-4.12128446584822,94.5547916005619,336.60377804263,-39.8280226989741,101.47633949298,336.157684037136,16.0180750536448,124.555682129617,60.1391371629579,-33.0629149285246,109.871828692642,43.07632821547,-26.9730930878532,130.226995902088,301.988085808294,-25.3258849628568,81.9002976682819,332.197872266832,-8.52241991404416,117.213753997472,51.6077302545689,-22.2913756750465,121.930741051632,335.576503696627,7.92268029032143,90.8749871841141,337.364453686708,-53.5113642371935,104.124104906357,337.16547059759,36.3741388947937,291.75739439973
235_Tibia_L,-25.0735915978379,61.6778940539564,229.881843465017,-12.6676030818781,62.2870411183366,226.058953473055,-37.0797468644702,63.1269069622223,225.759362230737,-2.46065399760101,84.3030419866529,40.3887041580056,-33.4743456778818,69.406535811017,28.9295317256294,-31.5733520261096,83.5483050923073,202.811480715194,-25.4035501727953,51.6653267811445,223.100001394235,-17.9674996737044,76.8547879635863,34.6591163067399,-27.5962783051457,78.5370975882076,225.369048668844,-4.29201017732128,61.1114881613716,226.569813871095,-46.4343446169507,63.4456564578978,226.436179278084,24.4284238871473,195.940674313154
236_Tibia_L,-47.5002501155855,78.6707694275757,317.301736986135,-30.7188404627177,82.1799588533228,312.025071302265,-64.1809772008045,78.0537788545066,311.611550947024,-21.5576016041485,114.398036841531,55.7477954360695,-60.6216963727174,87.3932147472895,39.9309076714212,-61.0836364695097,107.082992751398,279.937006514627,-45.7881286731037,64.9495078162425,307.940883442466,-41.0896485628609,100.895624554816,47.8393492968774,-54.5797001915224,101.110016512534,311.072808220365,-19.0466630160763,82.3858298877615,312.730202639357,-77.0028163622759,76.4684473880878,312.545749235623,33.7181102012738,270.453357118914
237_Tibia_L,-63.7613290473823,75.6574578018168,341.621198743006,-46.5071902742073,82.2154898402932,335.940105177583,-81.3955196812515,72.1919164963818,335.494890723972,-42.1915347087261,118.018824966072,60.0205623991971,-79.1836066451298,82.7228422338718,42.9913957458206,-82.9910662883215,103.582939716821,301.392663798227,-59.629683244978,61.3547777864264,331.542886410963,-60.6875700156014,100.370832353477,51.5059766426641,-75.0688555177637,98.3267616891006,334.914856281539,-34.1297952515786,84.4002894535647,336.699281017389,-94.7631179945883,68.3465824140709,336.500690258024,36.3024209565271,291.182143976321
238_Tibia_L,-68.3442562832275,59.1537310405211,312.087942469606,-53.7130184103164,67.5368593091921,306.89798116646,-83.7603657418086,53.5066510709552,306.491255637435,-54.9356702896894,100.459047121754,54.8317665705676,-83.2695328636449,63.3248364161994,39.2747765407354,-89.6861430351688,81.6028255402958,275.337176575456,-62.5722570129983,46.8388449870016,302.880903296256,-69.1026008018133,81.8919407387726,47.0532693358676,-81.7867495101976,77.9923319303189,305.961365348523,-42.8570965253926,71.2770708765714,307.591526024594,-95.2724423427552,48.1266246897027,307.410103496625,33.1640656512977,266.009359289853
239_Tibia_L,-114.426442058396,71.1605839127696,465.251925862036,-94.8381575371054,86.9161760192289,457.514877540558,-135.808454252089,59.2505601466401,456.908542562734,-104.316133037595,135.106265477729,81.7416552318699,-137.375423440499,73.8214991333136,58.5497321004568,-151.085930843474,99.237933770562,410.46491783521,-103.055715284325,54.3740010609597,451.526330848684,-120.845776857886,104.463880969332,70.145690356972,-138.612725309975,95.7639805632536,456.118597025393,-79.7259504316448,94.9550197550731,458.54879470623,-151.504377271854,48.6442029751602,458.278335104797,49.4400561956472,396.559270209496
240_Tibia_L,-94.5092201498831,39.8776349853399,354.174204872944,-81.6574484776876,54.0566464985277,348.284357276407,-109.167614085628,28.3764222533149,347.822783241523,-94.5225223889152,89.1611273966635,62.2260417151521,-112.080984029203,39.1454191504061,44.5711315945255,-125.416388605661,56.6228029953227,312.467456492879,-83.960746078514,28.6102308030523,343.725560966195,-103.30175201147,64.1532724333576,53.3985841357085,-115.624332104424,55.4961920025485,347.22143520398,-71.2521932808673,61.9005485986738,349.071429332859,-119.705998503986,18.5325450479029,348.865541277457,37.6363677797209,301.881747079737
241_Tibia_L,-88.3035467591724,21.8153694845307,314.055195547685,-79.0146932358585,36.0161889040581,308.832519211502,-99.5461039911237,9.70918356643179,308.423229879329,-95.1515262389898,64.9764085588741,55.1773997940395,-103.591471896358,18.7366324942344,39.5223459419408,-117.695092426997,32.1936552707338,277.072770407892,-77.5021561777276,13.4105101572677,304.790119604282,-99.3714979022712,41.8565199568431,47.3498706342138,-108.962852394134,32.565259263566,307.88999941555,-70.9897479822572,44.329300847312,309.530435844611,-107.410219587974,-0.373989810573938,309.347869715823,33.3731160545842,267.686155024798
242_Tibia_L,-65.4996701530676,5.58886307307131,226.974790368251,-60.4745836573534,16.7759445922836,223.200244099404,-72.156175194463,-4.32390057647492,222.904441445326,-75.2676590505268,35.6240547827259,39.8779543496382,-76.0644905675423,1.66275126111479,28.5636929820237,-87.6534370198722,9.67416908353455,200.246755575591,-56.8391281425726,0.810458375096502,220.278710507726,-75.6660739127304,18.6434027470054,34.2208220514303,-81.4621615186033,10.9266851125402,222.519063733223,-55.6860493973424,23.61733926306,223.704644229509,-76.6297843854336,-12.4106256137647,223.572699560554,24.1195055130823,193.462836414089
243_Tibia_L,-108.538286049319,-7.82384003602654,375.726319253915,-103.219307124808,11.7681543785669,369.478064220189,-116.85460334467,-25.7548092007246,368.988402605074,-132.286608149576,38.7537827086095,66.0126042317564,-124.794923591327,-16.9788026746085,47.2833622228377,-145.817290598701,-6.88128059824339,331.481642929979,-93.1410270476889,-13.3937610377583,364.641857251138,-128.540764333816,10.8874897996221,56.6479805548733,-136.018991437506,-3.23016534864729,368.350461496918,-97.1617448204827,24.1937568615091,370.313030975784,-122.074781598338,-40.1349570284776,370.094614275272,39.9266060074423,320.251774747121
244_Tibia_L,-155.465927191772,-36.2437337263145,551.176618946405,-152.255287456615,-6.63623006741914,542.010659823172,-163.400595337537,-64.1324140449465,541.292344337627,-200.563724650913,25.7928401143007,96.8380497819691,-176.919292801685,-53.2390112799549,69.3629442146947,-209.695863742625,-43.4329765014331,486.271314598735,-131.878598145971,-40.7805868940225,534.916123004406,-188.74150644998,-13.7230855451545,83.100493077985,-196.336956746082,-35.8943185612967,540.356508317999,-146.329943328343,12.7573647470508,543.235525183138,-167.66411575049,-86.1657881765252,542.915115958816,58.5708548415934,469.797513166532
245_Tibia_L,-48.6689069287887,-19.7851161192063,181.395591010774,-49.149573823095,-9.99577571282552,178.379017892128,-49.8122967194536,-29.2589553643196,178.1426158795,-66.5220005837568,-1.94165741600111,31.8699935169766,-54.7674378875675,-26.4139987152241,22.8277685002732,-65.9264513966445,-24.9139591219561,160.034859010956,-40.7681717919433,-20.0454804429446,176.044162502856,-60.6447184976744,-14.177827936174,27.3488797184148,-61.9721984935782,-21.775722420729,177.834626530833,-48.2219663175219,-3.38674734378457,178.782128561635,-50.0638161621418,-36.6404986928491,178.676679929357,19.2760259865634,154.61323036368
246_Tibia_L,-99.8816252229185,-60.3070519655652,402.851191196324,-104.336946374714,-39.0011148067444,396.151854859616,-99.098284451832,-81.4851609798089,395.626843023012,-145.241516324083,-27.3698643066252,70.7782630227799,-110.955776661759,-76.966243009121,50.6968977660698,-135.954223246666,-77.5527292982341,355.412351679872,-82.4608993317032,-58.1333161104516,390.966506805686,-128.098644919113,-52.1680531175603,60.7375775290704,-128.370840263424,-69.2952312399532,394.942846927546,-104.598323423085,-24.1819378526648,397.047100507483,-97.0855231106746,-97.7639662223788,396.812915614199,42.8090340396265,343.371763776887
247_Tibia_L,-121.206994418585,-102.148806984921,547.294079557605,-131.713286538083,-74.5068221398065,538.192686303294,-115.655025612475,-130.39965373336,537.479430698867,-189.072002609729,-67.5929281862451,96.1559135488833,-132.526090199789,-126.85605950203,68.8743451816814,-165.944999487093,-132.955798419114,482.845974212957,-98.2933926777314,-95.5297057850978,531.148124062,-160.799044407813,-97.22449278466,82.5151254725508,-157.5243419686,-120.264024408346,536.550186795237,-135.213443723184,-54.6776223092468,539.408923597695,-109.494609968149,-151.815208276558,539.090771365763,58.1582762902883,466.48821577087
248_Tibia_L,-58.5956695568057,-67.6994905787833,309.143677464496,-66.8997106585727,-53.2062850864562,304.002678711207,-53.0018646346635,-82.9701631094438,303.599790266473,-99.5113076655399,-54.4174023608285,54.3144788785005,-62.7274243587545,-82.4839607916762,38.9042548562468,-80.8329773313097,-88.8400361003985,272.739621517155,-46.3969632177678,-61.98194485561,300.023498305745,-81.119364991662,-68.4506808087086,46.6093646685314,-77.2565454345246,-81.0151661463578,303.074899008994,-70.6046367421798,-42.4527789201631,304.689680606357,-47.6725938938742,-94.373633770654,304.509969634419,32.8511929489702,263.499803677447
249_Tibia_L,-39.3331005785463,-63.2477490607052,257.162038140752,-48.0418021507197,-52.420575885994,252.885483859201,-32.7499876116783,-75.0663822132542,252.550339972576,-74.6782563693058,-57.6594053494897,45.181652115632,-40.8038873574876,-75.9325043457926,32.3626138927867,-54.8524958000546,-83.510811563243,226.8792217468,-30.0545320877409,-56.9627255931636,249.575391440067,-57.7410711248352,-66.7959540842223,38.7721311750962,-52.9323126959401,-76.6164070936651,252.113707702809,-52.4851699789654,-44.0674971258261,253.456968319154,-26.8874596438191,-83.7421024626318,253.307475241376,27.3273573097172,219.193053272656
250_Tibia_L,-41.0855662675095,-97.371993820249,364.902476536017,-55.6940734507218,-84.1309298281893,358.834219884838,-29.2359709233509,-112.474404373024,358.358664335855,-91.8619022790137,-97.3856989966834,64.1109273755217,-40.3311709223654,-115.476023047815,45.9212333283549,-58.3379612550169,-129.215369642254,321.93239129898,-29.476861755209,-86.5039964919303,354.137333322429,-66.0965357350627,-106.430859788384,55.0160777565012,-57.1772241496608,-119.126702487729,357.739100897466,-63.775574764676,-73.4104896095938,359.645133098336,-19.0939133665057,-123.332006423199,359.433008498995,38.7764089583183,311.026030735166
251_Tibia_L,-35.5537305375365,-143.913240122318,511.833356952006,-58.6976019907387,-128.774674836742,503.321668563088,-15.8236007189873,-162.235865859236,502.654626795207,-105.895695364556,-155.073776152875,89.9257014844642,-30.5361402818884,-168.828828702698,64.4117826575188,-52.4678046514705,-191.81428967807,451.561025604275,-21.8558601466955,-126.309608405895,496.733543321292,-68.2159168947318,-161.951300528464,77.168738430481,-53.0734285093289,-177.582868599566,501.785591217466,-72.2459465268424,-115.695971708319,504.459102422681,0.60951215877221,-175.052455880538,504.161564168616,54.3900380071029,436.263132335648
252_Tibia_L,-9.30788448931194,-109.085400000281,378.011610431615,-27.9392342275193,-100.716448383579,371.7253514536,7.2011725073416,-120.171372087585,371.232711555326,-59.329524202552,-125.353344153092,66.4141146246598,-2.76920305088262,-126.68041472556,47.5709551994341,-16.1116934128301,-145.981044123845,333.497823419175,-1.34976520987625,-94.6618359239082,366.859729081493,-31.0493631688645,-126.01687794659,56.9925322233687,-18.1976766202501,-135.669881289138,370.590890279315,-39.333127852898,-92.7414589836684,372.565396751907,20.6690820910623,-127.621874462659,372.345651569111,40.1694527706008,322.199651480711
253_Tibia_R,-62.28966392,-136.5335291,654.8710004,-37.29718017,-155.4106307,642.0572,-96.62872454,-115.0383389,640.7742162,-25.27341711,-181.4495881,109.1618722,-105.8453592,-112.7438026,89.11525084,-109.0640447,-179.5431544,588.8053549,-42.24304251,-108.9774433,632.4348217,-65.55926788,-147.0968958,99.13856154,-99.85182033,-173.0364221,636.9088267,-20.65042565,-174.2432287,644.3866174,-118.3813134,-97.72447287,646.6061793,71.77604162,555.8424405
254_Tibia_R,-49.64505006,-355.2059174,397.5994269,-29.72596511,-363.1290433,381.2324698,-77.01338496,-334.7518129,396.4353417,-20.14298968,-168.7421872,3.038303358,-84.35907059,-113.3311371,16.5809861,-86.92437267,-358.5649706,334.8598754,-33.66783232,-327.2451709,393.0945603,-52.25093427,-141.0368005,9.809564841,-79.58220203,-373.2431682,370.6550301,-16.45845154,-377.056047,375.3354729,-94.35026393,-325.1253983,407.3603094,57.2057217,443.0081019
255_Tibia_R,-28.65539409,-292.3066943,96.2364541,-17.15798945,-291.5437152,85.76839232,-44.45254651,-281.746249,101.5576679,-11.62664368,-85.22679496,-47.18068547,-48.69251638,-61.43667404,-24.41926204,-50.17322276,-275.8789937,63.90511436,-19.43325673,-277.0297107,102.0541336,-30.1595247,-73.33178061,-35.80005362,-45.93528175,-293.5468313,77.56203487,-9.499908138,-296.8035811,78.80126208,-54.45948776,-280.0872244,109.7969912,33.01945506,255.7066964
256_Tibia_R,-15.66010847,-164.6396891,-34.3255966,-9.376802672,-161.4181995,-39.0714475,-24.29321676,-161.0956473,-28.92153772,-6.353934641,-27.44414808,-45.61784497,-26.61035077,-22.40427074,-28.34467336,-27.41955348,-148.0302693,-45.13855264,-10.62023113,-158.9990584,-27.39778121,-16.48211247,-24.92420941,-36.98130957,-25.10352824,-160.1238582,-43.50270925,-5.191678447,-162.0038332,-43.80610987,-29.76198767,-162.5618484,-24.56869646,18.04505799,139.743135
257_Tibia_R,-41.25177565,-330.3790073,-295.1527856,-24.70032445,-316.7791411,-301.7363828,-63.99306426,-329.411729,-278.1567683,-16.73750133,-2.524630519,-140.2136737,-70.09684651,-13.77771032,-94.17073078,-72.22844404,-278.2465611,-297.9439381,-27.97575717,-326.6357591,-271.9192418,-43.41709426,-8.151104039,-117.1923172,-66.12758251,-307.9899835,-310.1405562,-13.67589215,-311.879124,-313.308808,-78.39887191,-338.4896595,-270.1578501,47.53419715,368.1106336
258_Tibia_R,-16.09253275,-54.04526228,-164.1560063,-9.635725345,-48.16652174,-163.7275261,-24.964028,-57.03359347,-158.2253842,-6.52938653,26.4961188,-47.86236703,-27.34514528,13.71357075,-34.50211454,-28.17669259,-35.88836163,-154.9304026,-10.91348873,-57.31240275,-155.5766317,-16.93723483,20.10488963,-41.18226668,-25.7967147,-43.55792779,-164.8524526,-5.33503683,-44.25386323,-166.681405,-30.58380867,-61.66070067,-157.2936955,18.54333813,143.6018774
259_Tibia_R,-42.80592593,93.82686897,-450.032281,-25.63090296,106.7993552,-441.2265409,-66.40398687,79.0552124,-440.3448648,-17.36808248,124.6935228,-75.01686032,-72.73772759,77.4783898,-61.24067118,-74.94963252,123.3834072,-404.6314721,-29.02973679,74.89011938,-434.6139701,-45.05282238,101.0860941,-68.12876575,-68.61892256,118.9119318,-437.68854,-14.19112795,119.7412583,-442.8273341,-81.3525297,67.15699337,-444.3526337,49.32503608,381.9791092
260_Tibia_R,-17.04175704,121.9322558,-136.4847618,-10.20409235,124.6520434,-130.8664433,-26.43654089,114.9109339,-136.085164,-6.91452493,57.92447292,-1.042964557,-28.9581093,38.90340936,-5.691788734,-29.83870574,123.0853248,-114.9480287,-11.5572251,112.3341137,-134.9383672,-17.93628421,48.41398863,-3.367349223,-27.31834393,128.1239395,-127.2355041,-5.649726049,129.4327942,-128.8421692,-32.3878065,111.606455,-139.8353998,19.63712417,152.0722898
261_Tibia_R,-38.34513087,391.1493386,-128.7785265,-22.95991284,390.1283603,-114.7707205,-59.48404365,377.0179099,-135.899093,-15.55815886,114.0459836,63.13469474,-65.1577468,82.21130369,32.67656329,-67.13914966,369.1666597,-85.51443981,-26.00455503,370.7064882,-136.5634371,-40.35787879,98.12870537,47.90573589,-61.46816144,392.8088242,-103.7894076,-12.71227398,397.1668343,-105.4476758,-72.8748025,374.7978911,-146.9245191,44.18488617,342.1731597
262_Tibia_R,-34.33649865,360.9905048,75.26262053,-20.55966425,353.9270369,85.6684171,-53.26553173,353.2198061,63.41363106,-13.93169585,60.17429286,100.0221087,-58.34610118,49.1238112,62.14879293,-60.12036651,324.5725374,98.97120794,-23.28601699,348.6228057,60.07262843,-36.13883221,54.64905203,81.08556134,-55.04222817,351.0890522,95.3844426,-11.38332217,355.2111029,96.04968159,-65.25640938,356.4346122,53.86955106,39.56576102,306.40209
263_Tibia_R,-17.34694148,138.9289362,124.1158234,-10.38682762,133.2100046,126.8843169,-26.90996748,138.5221823,116.9687633,-7.038350507,1.061642007,58.9617866,-29.47669223,5.793717505,39.6000931,-30.37305843,117.0065224,125.2895416,-11.76419233,137.3548486,114.3457973,-18.25748787,3.427651842,49.2809882,-27.80756188,129.5140424,130.4183879,-5.750901559,131.1494797,131.7506816,-32.96780858,142.3395775,113.6051077,19.98878651,154.7956063
264_Tibia_R,-18.49929616,62.1281515,188.7068134,-11.076823,55.3701996,188.2142508,-28.69759251,65.56341085,181.8892207,-7.505907057,-30.4588194,55.02055618,-31.43482439,-15.76454189,39.66217405,-32.39073607,41.25574518,178.101449,-12.54568583,65.88391823,178.8443267,-19.47033,-23.1117322,47.34139488,-29.65481398,50.07235458,189.5074187,-6.132933072,50.87237258,191.6099052,-35.15785507,70.88253791,180.8181907,21.31663856,165.0786547
265_Tibia_R,-33.61960217,-73.69124575,353.4535446,-20.13040817,-83.87978432,346.5375517,-52.15342438,-62.08964606,345.8450869,-13.64082217,-97.93379162,58.91794057,-57.12791888,-60.85121592,48.09817699,-58.86514012,-96.90483211,317.7959318,-22.79983859,-58.81839874,341.3440652,-35.38430561,-79.39261197,53.50805878,-53.89302597,-93.39295325,343.75882,-11.14565485,-94.04430301,347.7948082,-63.89394984,-52.74483266,348.9927725,38.73968508,300.004857
266_Tibia_R,272.937374,-136.2571109,597.0685105,288.1437512,-155.0959949,573.5229577,236.2249598,-114.8054386,602.0198231,32.62732539,-181.0822354,106.9566852,-47.01177402,-112.5155477,129.83536,199.5456355,-179.1796613,563.3096585,279.0677317,-108.7568137,567.6745293,-7.192120357,-146.7990916,118.3959626,231.5105461,-172.6861021,600.2873601,303.6934273,-173.8904655,567.229682,220.3348822,-97.52662533,617.914501,71.6307278,554.7171127
267_Tibia_R,266.2149301,-67.81331326,189.4233375,266.9098659,-77.18916993,175.4909868,251.6236468,-57.13710734,200.6930331,40.67811819,-90.12216882,37.98021414,12.04614606,-55.99745975,67.65877971,226.1817634,-89.17528357,193.1360015,261.5426774,-54.12678886,175.2287668,26.362162,-73.05991385,52.81944519,249.16058,-85.94352735,201.1194757,272.0458785,-86.54292265,168.9090965,248.7301617,-48.53767667,211.4979215,35.6496402,276.075172
268_Tibia_R,286.4694894,-59.72579386,27.24824921,280.8641673,-67.98347153,16.31543335,280.3029336,-50.32284858,42.26967046,47.75222263,-79.3740612,11.05570851,38.98294533,-49.3191171,46.30143339,257.5694591,-78.54010293,47.70942856,276.6549142,-47.67154528,18.47897191,43.36758398,-64.34667684,28.67851834,278.6120415,-75.6937709,43.67959486,281.8831574,-76.2216814,9.033407936,282.8540917,-42.74899916,51.78521326,31.39800965,243.150025
269_Tibia_R,108.2712198,-24.70859432,-49.49392221,104.0015159,-28.12480018,-52.25141649,109.169081,-20.8185906,-42.83656581,19.39531321,-32.8370935,-5.916574491,23.54408673,-20.40334632,8.525021882,102.1494565,-32.4920845,-36.18520987,102.9409735,-19.72174494,-50.60558912,21.46968909,-26.62025619,1.304204845,108.8549196,-31.31455535,-41.98166337,102.8603058,-31.53295221,-55.07116393,112.0513904,-17.68528486,-39.95509064,12.98937415,100.5913013
270_Tibia_R,99.78153626,-35.72166273,-140.23264,92.44246506,-40.66053349,-140.5987077,105.7180146,-30.09781383,-132.5464664,20.00663785,-47.47318136,-21.42779859,35.6402599,-29.49748766,-6.345485071,101.7372367,-46.97439559,-119.1445791,92.30433683,-28.51208418,-137.771462,27.82342162,-38.48538696,-13.88665757,105.9426495,-45.27202035,-131.2490096,88.9753573,-45.58776066,-143.3041781,111.4096489,-25.56793692,-131.0222804,18.77897367,145.4266678
271_Tibia_R,32.75817053,-71.80306248,-344.3970405,19.61460877,-81.73054116,-337.6582554,50.81710251,-60.49872939,-336.9835335,13.29130478,-95.42444407,-57.40829219,55.66413604,-59.29203143,-46.86576231,57.35684464,-94.42184948,-309.653079,22.21564066,-57.31130091,-332.597841,34.47765715,-77.35834317,-52.13702725,52.51213046,-90.99995513,-334.9507229,10.86007088,-91.63461543,-338.8832973,62.25680168,-51.39335719,-340.0505663,37.74706209,292.3178632
272_Tibia_R,-229.6224615,-114.6332316,-502.314282,-242.4156005,-130.4824019,-482.505387,-198.7362739,-96.58592014,-506.4798259,-27.44939859,-152.3446497,-89.98275673,39.55104832,-94.65943284,-109.2306067,-167.877925,-150.7440124,-473.9129291,-234.779937,-91.49720644,-477.5850988,6.050737411,-123.5022096,-99.60663121,-194.7700334,-145.2809751,-505.0223031,-255.4975572,-146.2942071,-477.2108484,-185.3679372,-82.04923877,-519.8520328,60.26299668,466.6840124
273_Tibia_R,-239.4925865,-61.0062921,-170.4092442,-240.1177654,-69.44101123,-157.8754065,-226.3659591,-51.40175126,-180.547701,-36.59489621,-81.0758108,-34.16780462,-10.836968,-50.37650016,-60.86727045,-203.4779022,-80.22397279,-173.7492353,-235.289329,-48.69360503,-157.6395079,-23.71595897,-65.72624506,-47.51749099,-224.1501321,-77.31661649,-180.9313377,-244.7382311,-77.85584518,-151.9541987,-223.7629187,-43.6655214,-190.2680073,32.07117108,248.3630688
274_Tibia_R,-412.3029296,-85.96070678,-39.21720599,-404.2354362,-97.84561886,-23.48208523,-403.4276772,-72.42746143,-60.83687656,-68.72767263,-114.2395933,-15.91199474,-56.10643771,-70.98283488,-66.63961552,-370.7083878,-113.0393139,-68.666081,-398.1772435,-68.61155727,-26.59597107,-62.41705517,-92.61134031,-41.2757294,-400.9940507,-108.9427134,-62.86611871,-405.7020237,-109.7025118,-13.00138651,-407.0994469,-61.52675326,-74.53217857,45.18977359,349.9551308
275_Tibia_R,-388.4661327,-88.65192519,177.5791627,-373.1468692,-100.9089246,187.4727719,-391.6875675,-74.6949872,153.6932445,-69.5884126,-117.8161541,21.22806795,-84.47379034,-73.20513294,-30.58691209,-366.5018682,-116.5782969,129.8288554,-369.3417508,-70.75961645,181.5677105,-77.03106242,-95.51077371,-4.679354432,-390.5603882,-112.353442,150.6259415,-369.0523232,-113.1370278,197.5897391,-402.0290005,-63.45300465,143.3548045,46.60455427,360.9113657
276_Tibia_R,-267.6248862,-95.80936795,376.1191272,-247.9407024,-109.0559542,377.1009602,-283.547164,-80.72559617,355.503977,-53.65996936,-127.3282136,57.47167636,-95.59103675,-79.11545635,17.01927815,-272.8702866,-125.9904161,319.5586641,-247.5702276,-76.47249751,369.5179811,-74.62542996,-103.2219756,37.24551946,-284.1496591,-121.4244613,352.0240575,-238.6415439,-122.271311,384.3573249,-298.8127435,-68.57597572,351.4159453,50.36724111,390.0500723
277_Tibia_R,-33.60998436,-73.67016434,353.3524295,-20.12464931,-83.8557882,346.4384151,-52.13850446,-62.07188361,345.7461483,-13.63691984,-97.90577497,58.90108547,-57.11157587,-60.83380776,48.08441719,-58.84830013,-96.87710981,317.7050175,-22.79331607,-58.80157212,341.2464143,-35.37418295,-79.36989953,53.49275133,-53.87760839,-93.36623562,343.6604784,-11.14246633,-94.01739905,347.695312,-63.87567121,-52.72974355,348.8929335,38.72860253,299.9190324
278_Tibia_R,4.214920022,-43.96291107,192.7220132,13.36224218,-45.09645968,188.9510394,-7.699734215,-43.53741166,188.5734701,20.25815323,-49.96358056,32.12525181,-10.38633975,-44.30880195,26.22573078,-1.377470491,-61.80707541,173.2795517,5.2693143,-33.99013347,186.1192693,4.935966896,-47.13622465,29.17549129,0.012948176,-58.7932194,187.4359244,20.37600118,-47.44669851,189.6365637,-15.79130585,-42.325539,190.2897587,21.1229742,163.5788943
279_Tibia_R,61.84123715,-86.77359664,464.9779557,82.32154489,-78.10727405,455.879775,36.43288219,-100.2577051,454.9688182,102.6016163,-79.95803393,77.50818737,31.74992006,-105.1104549,63.27448785,71.6824196,-130.8044039,418.0693756,52.01374271,-64.66402959,449.0475992,67.17593416,-92.53424162,70.39133761,70.95188173,-122.8297842,452.2242763,99.81162884,-74.55697337,457.5337308,18.06402507,-107.4867757,459.1096861,50.9631318,394.6647225
280_Tibia_R,62.2264384,-28.38909944,298.4636098,70.82985474,-16.99854021,292.6235999,52.42980352,-44.03944887,292.038868,82.69735421,-11.51859725,49.75154867,51.38404706,-48.2400167,40.61511266,81.82847914,-49.70696286,268.3535713,49.66749346,-19.25266343,288.2381107,67.040792,-29.87925215,45.18333066,78.86297474,-45.50840506,290.2771804,79.41298819,-9.411625467,293.6852538,44.53884647,-53.95339559,294.69684,32.71260518,253.3304134
281_Tibia_R,79.19918686,7.593178666,347.1887181,81.24127475,24.07208006,340.3953085,78.43264964,-13.87107164,339.7151173,90.0093933,36.49506424,57.87364301,79.8223093,-18.71099166,47.24565553,111.34545,-2.481513171,312.1631226,61.23322744,9.492670019,335.2938745,84.91591146,8.892144651,52.55964927,105.9159882,0.02332614,337.6658288,85.47523014,36.70736732,341.6302807,76.24946099,-28.44803842,342.8070114,38.05303925,294.6873877
282_Tibia_R,110.8443404,78.99581677,593.9614905,99.77400508,105.1573024,582.3395009,128.0689014,46.53925792,581.1758474,102.1381604,131.0630068,99.00873349,134.2677899,40.5572557,80.82664706,167.0891658,91.56691467,534.0406065,82.60164364,66.44220392,573.6120994,118.2029716,85.81034325,89.91769028,156.9024098,90.63372771,577.6699774,95.23886131,127.4990849,584.4522593,137.3032952,23.07493317,586.4653799,65.10015657,504.1435706
283_Tibia_R,18.66520933,40.91251647,196.2332678,11.17616682,46.56907374,192.3935896,28.95497032,34.47144421,192.0091412,7.573224689,54.37169397,32.71055048,31.7167514,33.78388231,26.70354448,32.68123629,53.8004277,176.4365788,12.65820332,32.65528602,189.5102267,19.644952,44.07784821,29.70704748,29.92077675,51.8506737,190.8508703,6.187937021,52.21229546,193.0916037,35.47317254,29.28331327,193.7566994,21.50781939,166.5591825
