Source,HIP CENTRE ,,,FEMUR KNEE CENTRE ,,,MEDIAL EPICONDYLE,,,LATERAL EPICONDYLE,,,MEDIAL DISTAL CONDYLE,,,LATERAL DISTAL CONDYLE,,,MEDIAL POSTERIOR CONDYLE,,,LATERAL POSTERIOR CONDYLE,,,Medial Anterior Cortex,,,Lateral Anterior Cortex,,,Medial Posterior Proximal,,,Lateral Posterior Proximal,,,MA Length,TEA Length,AP Length
141_Femur_R,195.4316211,52.0824701,-230.9982696,210.1744376,46.43362951,-400.4170375,198.1478023,35.84709242,-394.5780964,220.6919862,55.59382214,-390.8240553,204.6473421,41.31105939,-404.2444565,215.7498762,51.34005296,-402.7313998,210.6969866,32.52824613,-398.369944,223.1531295,45.48074434,-397.8770086,198.2075871,51.46327559,-396.058702,206.0099211,62.13583275,-393.2356912,207.8069642,35.66674512,-389.8688503,220.2867658,47.19118257,-388.3653609,170.1528106,30.2037479,22.80048859
142_Femur_R,198.8547359,198.3174109,-320.7590076,220.5055394,201.7602067,-556.0101024,213.3931021,180.6794784,-547.90228,226.7935296,220.077952,-542.6895029,217.4155101,191.7626934,-561.3247704,223.8037718,211.5313584,-559.2237739,230.7882788,185.4011793,-553.1675544,236.7745575,209.6252809,-552.4830754,202.6228554,199.5001247,-549.9582157,204.5956642,217.7514108,-546.0382463,225.1338768,187.1688506,-541.3631266,232.1400927,209.692073,-539.2754151,236.27037,41.94024588,31.66024623
143_Femur_R,180.3883174,669.593541,-792.0270485,222.4361747,703.6860463,-1372.915585,233.2533992,649.8256084,-1352.895524,213.267158,750.6202086,-1340.02399,228.1714814,678.4922311,-1386.03871,217.4255614,728.652857,-1380.850871,264.6220105,681.3988862,-1365.896686,247.5157404,740.5907865,-1364.206552,186.9859219,676.7748452,-1357.972098,168.6713125,718.2393078,-1348.292801,250.3481669,678.197896,-1336.748865,237.5228736,735.011841,-1331.59383,583.4053591,103.5600196,78.17635898
144_Femur_R,-171.9781158,645.3219653,-762.7642677,-153.325449,694.0032547,-1322.190893,-118.3683378,654.2908895,-1302.910508,-183.5727216,728.7325638,-1290.514534,-136.4105455,675.7525946,-1334.829163,-169.5266288,712.4135458,-1329.832997,-107.4093926,695.7287295,-1315.431319,-150.1789892,736.8593439,-1313.80363,-169.9335141,654.4883011,-1307.799518,-205.1746666,680.2518773,-1298.477839,-117.7728247,686.1857759,-1287.360414,-155.8269154,727.394512,-1282.39584,561.8504597,99.73381929,75.28800097
145_Femur_R,-293.7574757,238.5851091,-426.1941408,-301.309557,270.1066602,-742.5477031,-272.6121688,258.5043734,-727.883138,-327.5916727,278.3300796,-728.4143184,-282.3070188,268.2828152,-750.5704483,-314.0524989,271.5047349,-749.235045,-275.4730546,285.4944602,-735.6578015,-314.5843976,294.7033826,-736.1201152,-296.9183401,245.1799704,-737.260052,-323.734689,249.9646342,-734.749246,-279.0204524,277.9515372,-722.6683043,-314.3604686,286.3917026,-722.3220853,318.0097774,58.44729787,45.69163561
146_Femur_R,-109.6727794,156.699405,-93.26238685,-112.4923085,225.9455939,-189.6634999,-101.7782924,219.4568051,-187.0878913,-122.3045956,225.966127,-183.5587252,-105.3978127,226.8535219,-192.5979229,-117.2498176,227.6459693,-191.5647092,-102.8463888,229.6347149,-184.5633396,-117.4483991,232.6984996,-182.9937667,-110.8528712,216.8990902,-192.6069881,-120.8646114,217.9773982,-190.9020151,-104.1707908,224.7711126,-181.7715531,-117.3647964,227.4354075,-180.0840663,118.7272463,21.8209855,17.05872733
147_Femur_R,-551.4303443,916.7824266,-12.15707296,-565.6068236,1460.654419,-257.8368647,-511.7371796,1425.924991,-262.9344717,-614.9426101,1445.396545,-231.2029738,-529.9359828,1471.984928,-268.3318305,-589.5273888,1472.838035,-261.8406686,-517.1075255,1463.896409,-226.354651,-590.5258488,1473.291298,-211.817902,-557.3637986,1428.662727,-293.3965456,-607.7024272,1429.07178,-283.2616669,-523.7665656,1435.70013,-226.4252592,-590.1054978,1443.059071,-212.3793819,596.9558415,109.7150412,85.77059813
148_Femur_R,-255.9264077,371.3074372,207.8593227,-262.5059068,646.9199321,235.3214232,-237.504264,634.1439187,225.2133176,-285.4033239,634.6066919,242.4858032,-245.9505789,653.9094814,233.7324591,-273.6077701,652.7460558,236.5394492,-239.9967154,640.9173351,248.727531,-274.0711691,641.3201105,256.7504976,-258.6802055,642.3132424,213.6048756,-282.0430555,640.1257864,217.7733545,-243.0872675,629.6006686,242.1560108,-273.8760785,629.2990369,249.5092235,277.0554171,50.92025979,39.80731443
149_Femur_R,-434.3043529,369.3191763,620.5298527,-445.4696918,751.0677125,894.7448531,-403.0421737,740.8682993,869.0492411,-484.3263617,726.8927965,894.8261642,-417.375479,762.6880317,898.3402494,-464.3094341,758.5965038,901.4783422,-407.2718369,730.871071,909.3537774,-465.0958172,724.6555603,921.4863688,-438.977518,762.72393,858.9206867,-478.6240223,755.9722346,863.1907877,-412.5164705,719.8155927,890.0939058,-464.7647505,713.1331426,900.6445172,470.1600537,86.41113159,67.55258306
150_Femur_R,-206.1486469,4.544842638,342.7331462,-211.4484315,96.39063456,546.0561523,-191.3096155,98.29634177,533.0727817,-229.8922944,86.43372768,540.3520956,-198.1131197,100.3141092,550.2919894,-220.3909792,97.88743058,550.6109181,-193.3172844,84.62121376,547.2681493,-220.764247,79.18674469,550.7803673,-208.3668303,109.6843899,534.0962665,-227.1855991,105.8955315,534.2491881,-195.8067232,84.64761018,536.727154,-220.6071015,79.39665032,539.4782461,223.1680578,41.01625452,32.06478016
151_Femur_R,-406.513096,-330.1634151,589.7841384,-416.9639618,-373.7841716,1027.566584,-377.2513924,-357.7284729,1007.273184,-453.3341824,-385.1640612,1008.008253,-390.6675055,-371.2602635,1038.668773,-434.5981437,-375.7188821,1036.820789,-381.2103982,-395.0784117,1018.032068,-435.3342059,-407.822079,1018.671836,-410.887224,-339.2896422,1020.249325,-447.9967374,-345.9108474,1016.774773,-386.1194263,-384.6402195,1000.056693,-435.0243242,-396.3200508,999.5775819,440.0743808,80.88165902,63.22987443
152_Femur_R,-246.6215151,-352.370432,209.719415,-252.9617988,-508.0845492,426.4968932,-228.869158,-493.4931901,420.7051144,-275.0267188,-508.130722,412.7690676,-237.0083844,-510.1262098,433.0955393,-263.6600241,-511.9081887,430.7721484,-231.2709896,-516.380287,415.0281472,-264.106575,-523.269829,411.4986438,-249.2751912,-487.7416487,433.1159243,-271.7886219,-490.1664432,429.2819463,-234.2491764,-505.4434896,408.7502483,-263.9185773,-511.4346977,404.9555915,266.9823225,49.06891682,38.3600125
153_Femur_R,-445.2825119,-740.3059808,9.816891726,-456.7300835,-1179.485089,208.2044414,-413.2301009,-1151.440918,212.3207822,-496.5689556,-1167.164287,186.6974533,-427.9257173,-1188.634527,216.679174,-476.0460488,-1189.323415,211.4375312,-417.5666796,-1182.103011,182.7824106,-476.8523097,-1189.689426,171.0439196,-450.0738033,-1153.651652,236.9190455,-490.722475,-1153.981964,228.7350849,-422.9438848,-1159.334388,182.839427,-476.5128744,-1165.276766,171.4973172,482.0445579,88.59539502,69.26014842
154_Femur_R,-298.3139636,-432.804861,-242.2858155,-305.9831856,-754.0654003,-274.2962991,-276.8406707,-739.1733724,-262.5140486,-332.6729646,-739.7127919,-282.6472723,-286.6858981,-762.2125867,-272.4441643,-318.923784,-760.8564699,-275.7160594,-279.7459319,-747.0686291,-289.9227801,-319.463933,-747.5381137,-299.2745425,-301.5238564,-748.6957321,-248.98297,-328.756155,-746.1459809,-253.841849,-283.3483536,-733.877651,-282.2628584,-319.2365306,-733.5260618,-290.8339396,322.942444,59.35387698,46.40036111
155_Femur_R,-526.5695196,-447.7786602,-752.3574292,-540.106863,-910.6272178,-1084.827643,-488.6658916,-898.2610049,-1053.673163,-587.2183824,-881.3164964,-1084.926228,-506.0442153,-924.7161991,-1089.186858,-562.9489874,-919.7554525,-1092.991618,-493.7941194,-886.1399298,-1102.540139,-563.9024325,-878.6039737,-1117.250222,-532.2354686,-924.7597238,-1041.392863,-580.3046178,-916.5736741,-1046.570119,-500.1529417,-872.7357862,-1079.188632,-563.5010328,-864.6336925,-1091.980653,570.0425335,104.7686207,81.90369454
156_Femur_R,-261.5340302,-5.765892862,-434.8143067,-268.2576932,-122.2876381,-692.763539,-242.7082375,-124.7053464,-676.2919625,-291.6568173,-109.6556368,-685.5269893,-251.3396203,-127.2652218,-698.1374068,-279.6028103,-124.1865741,-698.5420211,-245.2553012,-107.3561598,-694.3011599,-280.0763628,-100.461627,-698.7569957,-264.3481667,-139.1529897,-677.590424,-288.2229217,-134.3461892,-677.7844307,-248.4135706,-107.389648,-680.9281447,-279.8769975,-100.7279274,-684.4183651,283.1259988,52.0359774,40.67953538
157_Femur_R,-484.3359597,393.3698965,-702.6924089,-496.7875391,445.3414103,-1224.283922,-449.4723958,426.2120087,-1200.105554,-540.1204745,458.8998659,-1200.981344,-465.4568894,442.3343252,-1237.511514,-517.7976087,447.6465017,-1235.309752,-454.1893136,470.7122195,-1212.924119,-518.6745826,485.8955344,-1213.686364,-489.5474707,404.2432485,-1215.565847,-533.761229,412.1320171,-1211.426128,-460.038126,458.2757399,-1191.507538,-518.3053772,472.191558,-1190.936706,524.3222164,96.3656432,75.33460099
158_Femur_R,-218.4448385,111.4820365,-103.8334551,-295.4110627,126.2108967,-230.0852469,-280.3722208,120.7895753,-230.8556743,-302.7444254,130.0533978,-218.2256738,-289.5958285,125.3586811,-237.7713385,-302.1300186,126.8641655,-229.8142048,-283.3463189,133.401049,-233.3333902,-299.2811958,137.7040394,-224.3828256,-292.3987428,114.5635724,-228.9714636,-302.6636907,116.7992696,-221.6902901,-281.7470584,129.8765189,-227.2482529,-295.9669247,133.8202973,-218.8516071,148.5942594,27.3102702,21.35001889
159_Femur_R,-813.764014,376.282705,65.14286935,-1251.809436,425.9966816,-174.009472,-1209.149972,407.6982224,-201.6416145,-1253.230737,438.9661853,-126.9669838,-1247.782411,423.1202182,-206.290508,-1270.992029,428.2016445,-161.8780284,-1222.024973,450.2654343,-203.8649626,-1253.498502,464.7892167,-150.8094807,-1241.124535,386.6837407,-175.837506,-1258.841763,394.2298372,-137.2305691,-1207.080703,438.3691701,-188.7766217,-1234.475942,451.6805132,-140.2346037,501.5467212,92.17971478,72.06221862
160_Femur_R,-430.5428214,241.0195171,296.754836,-750.1243036,272.862699,304.3839751,-735.3101083,261.142028,275.3937726,-735.8467086,281.1700262,330.9342609,-758.228909,271.0202444,285.1875442,-756.8798799,274.275039,317.2569399,-743.1641008,288.4075087,278.2838495,-743.6311317,297.7103945,317.7942658,-744.7826998,247.6816691,299.9479524,-742.2462748,252.5151534,327.0379224,-730.0420649,280.7876213,281.8674433,-729.6923133,289.3139061,317.568052,321.2545965,59.04366598,46.15785121
161_Femur_R,-254.9411414,273.7206195,536.3452119,-564.9257789,309.884228,725.3195367,-566.8174007,296.5733171,688.3948334,-535.8070993,319.3186787,743.3250615,-583.7973551,307.7917924,711.0414559,-564.2602923,311.4881918,741.8165154,-572.9009093,327.5381301,695.6971039,-550.9246866,338.103215,734.821832,-562.1911189,281.2866805,717.9234206,-544.3137338,286.7759634,743.1268345,-557.9601385,318.8843898,691.770457,-537.3439465,328.5675058,726.6843384,364.8418527,67.0546063,52.42046694
162_Femur_R,15.30583782,88.41062907,191.2003593,-40.88491625,100.0913252,294.1226324,-47.377309,95.79195598,284.0994504,-29.83190766,103.1386138,294.4565785,-48.46960367,99.41547714,293.1764507,-38.03453662,100.6093989,298.6297359,-47.8997024,105.7934626,287.1245347,-35.43389288,109.2059414,294.5194919,-41.31442745,90.85443552,291.6121294,-32.24341905,92.62745121,295.7749338,-44.3545761,102.9983403,283.6132591,-32.949241,106.1259467,290.0499893,117.8424109,21.65836078,16.93159421
163_Femur_R,198.867154,161.5167122,288.5237751,203.9797419,182.8560879,502.6879676,184.5522604,175.0016027,492.7603894,221.7721386,188.4231564,493.1199865,191.1154542,181.6213862,508.1191843,212.6064248,183.8025528,507.2151466,186.4890153,193.2732798,498.0236604,212.9665082,199.5075115,498.3366363,201.0069876,165.9812837,499.1083477,219.1610481,169.2203927,497.4085889,188.8905232,188.1668919,489.2300651,212.8149133,193.8806925,488.9956827,215.2854126,39.56749609,30.93220195
164_Femur_R,701.9399293,358.2309081,333.6533315,949.2594192,405.5599049,739.3446469,900.9343422,388.1392965,741.8203004,972.8240871,417.9072093,701.2356764,930.5730307,402.821437,764.0427565,970.8497826,407.6590868,738.4736936,910.4911633,428.6643878,749.7820711,961.6955151,442.4914058,721.020766,939.579778,368.1329641,735.7656701,972.5646582,375.317044,712.3687046,905.3521779,417.3388353,730.2283893,951.0455987,430.0115797,703.2470198,477.4855049,87.75748264,68.60510373
165_Femur_R,488.958739,226.0934544,-39.14178399,752.162977,255.9646245,104.5554369,726.5305857,244.9698012,121.1585028,753.016981,263.7574884,76.28945891,749.7432963,254.2362709,123.9518398,763.6890413,257.2894998,97.26613034,734.2666665,270.5467619,122.4944251,753.1778701,279.2735306,90.61547607,745.7428407,232.343027,105.6538305,756.3884252,236.8771791,82.45644296,725.2872436,263.3987654,113.4284354,741.7479631,271.3970271,84.26144904,301.3596672,55.3871594,43.29934828
166_Femur_R,606.1424591,339.3208656,-417.78819,1056.067289,384.1514924,-428.5289222,1035.211029,367.650471,-387.7148805,1035.966486,395.847016,-465.9079115,1067.477409,381.5575809,-401.5031044,1065.57817,386.1398642,-446.6522078,1046.268323,406.036352,-391.7836937,1046.925835,419.1334791,-447.4086856,1048.547078,348.7002188,-422.2836393,1044.976156,355.5050705,-460.4224265,1027.794381,395.3086449,-396.8288791,1027.301981,407.3124293,-447.090209,452.2803345,83.12500203,64.98362545
167_Femur_R,240.4850627,258.1996769,-505.9325114,532.8924575,292.312679,-684.1913131,534.6768177,279.7565445,-649.3603731,505.4249117,301.2121623,-701.1758599,550.6939476,290.3388919,-670.7228507,532.2647064,293.8256922,-699.7528538,540.4153695,308.9655413,-656.2485786,519.6852775,318.9315479,-693.154794,530.3128626,265.3367151,-677.2145833,513.4491894,270.5147359,-700.9888731,526.321794,300.8024993,-652.5445867,506.8746142,309.9365478,-685.4787256,344.1540089,63.25236922,49.44803812
168_Femur_R,-22.17424459,128.0843908,-277.0004217,59.23178747,145.0067322,-426.1084734,68.63760414,138.7780457,-411.5874461,43.21880479,149.421474,-426.5922759,70.22005978,144.0276012,-424.7376981,55.10231636,145.7572884,-432.6381137,69.39441859,153.267671,-415.9700196,51.33464868,158.21148,-426.6834213,59.85403934,131.6248414,-422.4713966,46.71246805,134.1934876,-428.5022356,64.25843724,149.2182536,-410.8830793,47.73502355,153.7493555,-420.2082552,170.7235156,31.3774257,24.52954978
169_Femur_R,-426.6706876,346.5350876,-619.029513,-437.639776,392.318848,-1078.52009,-395.9579964,375.4670021,-1057.22041,-475.8134713,404.2630273,-1057.991928,-410.0393685,389.6697879,-1090.172798,-456.1483766,394.3494941,-1088.23318,-400.1133157,414.6689965,-1068.51279,-456.9209376,428.0445786,-1069.184282,-431.2617136,356.1138531,-1070.839993,-470.2113606,363.0633811,-1067.193151,-405.2657656,403.7132101,-1049.646078,-456.5956899,415.9722042,-1049.143209,461.8961615,84.89230341,66.36522722
170_Femur_R,-353.3938169,56.4966622,-403.0420017,-374.483426,78.74127725,-702.2102932,-345.4948219,82.80846288,-688.3423512,-399.8963107,73.04889949,-688.8446762,-358.0583371,86.23271584,-709.7972189,-385.5807081,73.86091926,-708.5343587,-360.5997835,103.5600758,-695.6946717,-396.9855366,92.6086529,-696.1318711,-359.100807,60.4031453,-697.2098831,-383.3252422,51.6418885,-694.8354717,-359.938448,95.70522397,-683.4108027,-392.8720608,85.90743281,-683.0833914,300.734536,55.27226603,43.20952958
171_Femur_R,-112.7578288,-43.09647971,-135.9456676,-122.6698474,-40.15536823,-236.8548357,-114.8879294,-34.07839092,-232.1771926,-129.1331761,-46.10403631,-232.3466263,-119.1353502,-35.19696467,-239.4138982,-125.0883991,-43.45251834,-238.9879367,-122.7999815,-30.56409172,-234.657123,-131.581654,-39.89954571,-234.8045899,-115.0837213,-42.9178399,-235.1682023,-120.6823276,-49.56252531,-234.3673157,-121.2820823,-32.74703474,-230.5137862,-129.2499111,-41.16330018,-230.4033506,101.4374608,18.64328052,14.57453147
172_Femur_R,-336.5096222,-414.3268518,-601.1206225,-380.9688313,-424.978598,-1047.317865,-364.6045193,-384.502697,-1026.634398,-392.5674585,-462.0479057,-1027.383595,-378.3964101,-398.1766867,-1058.633453,-382.9407296,-442.9517338,-1056.749949,-402.6723768,-388.5378005,-1037.600082,-415.6609953,-443.7019442,-1038.252147,-345.8112683,-418.7850567,-1039.859958,-352.5597424,-456.6078674,-1036.318621,-392.0335478,-393.541187,-1019.279195,-403.9378819,-443.3861061,-1018.790875,448.533232,82.4363188,64.44524193
173_Femur_R,-87.51978448,-547.4473976,-624.3581081,-121.9792346,-580.1176115,-1087.803972,-128.2797699,-535.2109519,-1066.320945,-113.1610911,-619.4850734,-1067.099104,-133.5843289,-554.6732723,-1099.556986,-114.4190025,-597.3085694,-1097.600672,-160.4263891,-558.610263,-1077.710529,-143.4613839,-614.9759517,-1078.387801,-93.57137312,-556.2881773,-1080.057765,-79.99918536,-593.8145949,-1076.37953,-148.2583262,-557.5857789,-1058.681413,-133.0804283,-608.6037077,-1058.174215,465.8721556,85.62305492,66.93649797
174_Femur_R,80.25297023,-209.9742424,-253.1539393,74.77612075,-228.4321058,-441.0639616,63.45975612,-213.9408517,-432.3533951,85.8535518,-240.4679223,-432.6689096,65.54273056,-221.8502712,-445.829371,80.91597466,-232.9358602,-445.0361583,56.91553369,-228.6744376,-436.9714471,74.29973575,-245.0274043,-437.2460556,79.92031253,-214.3054496,-437.9231636,92.29384615,-224.731006,-436.4317766,60.98054461,-225.8478512,-429.2558497,76.65306136,-240.6853028,-429.0502,188.8937931,34.71695708,27.14025479
175_Femur_R,315.0967443,-255.9165208,-457.153936,323.1974275,-289.7278752,-796.4882024,292.4153901,-277.2827696,-780.7583671,351.3887409,-298.548664,-781.3281338,302.814498,-287.7715416,-805.0937396,336.8660482,-291.2275095,-803.6613294,295.4840977,-306.233483,-789.0978014,337.4365853,-316.1113642,-789.5936987,318.4872218,-262.990449,-790.8164433,347.2515764,-268.1226827,-788.1232462,299.2891873,-298.1426235,-775.164715,337.1963895,-307.1959033,-774.7933458,341.110793,62.69305387,49.01078899
176_Femur_R,295.4924951,-47.24004462,-337.0061416,313.1267063,-65.84002143,-587.1576176,288.8877,-69.24082466,-575.5618494,334.375852,-61.08030345,-575.9818717,299.3927634,-72.10403562,-593.501474,322.4057696,-61.75927896,-592.4455254,301.51781,-86.59241818,-581.7095391,331.9419897,-77.43531608,-582.0751062,300.2644313,-50.50647539,-582.9764928,320.5198473,-43.1806946,-580.9911135,300.9648301,-80.02453374,-571.4383037,328.5024806,-71.83204814,-571.1645366,251.4611013,46.21625794,36.12992384
177_Femur_R,577.4747152,220.713077,-696.2282486,628.2378437,205.6505529,-1213.021572,588.3837513,174.5280953,-1189.065625,661.3389498,236.1158912,-1189.933358,610.1363707,180.2567269,-1226.127482,640.6241451,222.536483,-1223.945975,628.9043085,156.5300641,-1201.76627,673.8785145,204.3403908,-1202.521502,589.3864745,219.7981962,-1204.383697,618.0590163,253.8280978,-1200.282059,621.1305829,167.7097259,-1180.546703,661.9367935,210.8125467,-1179.981122,519.4989066,95.47916292,74.64158806
178_Femur_R,384.501489,473.4167493,-686.8504172,435.3013205,485.5876116,-1196.682804,416.6031856,439.3391742,-1173.049531,448.5541047,527.9436189,-1173.905576,432.3620292,454.9633021,-1209.612184,437.5544443,506.1240154,-1207.460061,460.1001524,443.9497505,-1185.579105,474.9411639,506.9812182,-1186.324165,395.1297045,478.5107684,-1188.161276,402.8406232,521.7277406,-1184.114885,447.9440495,449.6667031,-1164.645355,461.5461395,506.6203364,-1164.087391,512.5015272,94.19310837,73.63620486
179_Femur_R,34.33920031,214.796071,-244.9727026,47.85968563,227.6145329,-426.8099916,50.33175914,209.9949879,-418.3809265,44.39980513,243.0607222,-418.6862444,52.41305215,217.6312101,-431.4213961,44.89335834,234.3595649,-430.6538178,62.94478376,219.175925,-422.8497358,56.2884064,241.2915264,-423.1154697,36.71359732,218.2648331,-423.7706955,31.38842339,232.9886716,-422.327506,58.17053129,218.7739591,-415.3834852,52.21534208,238.7913173,-415.1844816,182.7892671,33.59500085,26.26315665
180_Femur_R,-151.8732831,397.3619601,-479.0765973,-141.5087183,432.2922103,-834.6835229,-120.0932686,404.8684983,-818.1993687,-162.4720025,455.0691736,-818.7964583,-124.0351559,419.8365362,-843.7017357,-153.1279739,440.8152587,-842.2006347,-107.7087731,432.7508065,-826.9387177,-140.6071921,463.6976829,-827.4583955,-151.2437511,405.5584749,-828.7397765,-174.6598211,425.2881307,-825.917428,-115.4015295,427.4016843,-812.3374748,-145.0607006,455.4805514,-811.9482968,357.4686449,65.69947795,51.36108469
181_Femur_R,-152.4467193,123.8147798,-221.1753026,-156.3659092,140.1730437,-385.3483637,-141.4732577,134.1519653,-377.738134,-170.0051159,144.4406188,-378.0137964,-146.5044553,139.2265428,-389.5117992,-162.9788875,140.8985847,-388.8187811,-142.9579171,148.1585859,-381.7728085,-163.2549607,152.9376085,-382.012748,-153.9057517,127.2752895,-382.3603362,-168.0035122,129.7202331,-381.301297,-145.5997307,143.5428981,-374.9248292,-162.9371324,148.9251138,-374.9756741,165.032563,30.33149045,23.58627439
182_Femur_R,-314.5175793,449.3796709,-267.4561573,-322.6033822,647.9626541,-543.9134854,-291.8778885,629.3541976,-536.5272425,-350.7428546,648.0215458,-526.4063543,-302.2579092,650.5663751,-552.3287733,-336.2468238,652.8389588,-549.3657202,-294.9409357,658.5421945,-529.2873445,-336.8163992,667.3285022,-524.7861748,-317.5277544,621.8355806,-551.8795843,-346.6132837,625.1115517,-547.4652539,-300.3913437,643.2310943,-521.8132801,-336.1606776,652.9000781,-516.3520174,340.4838259,62.57784353,48.66157809
183_Femur_R,-485.9438046,807.9075535,-10.71332825,-498.4367336,1287.190658,-227.2167374,-450.9644641,1256.585608,-231.7090395,-541.9134841,1273.744806,-203.745857,-467.0020629,1297.175562,-236.4653652,-519.5164646,1297.927363,-230.7450353,-455.6970098,1290.04757,-199.4733231,-520.3964841,1298.326819,-186.6629209,-490.5946605,1258.385365,-258.0595135,-535.5331112,1259.358603,-249.6221653,-464.1181353,1263.786698,-201.3008339,-519.3833648,1272.505316,-186.5238938,526.062823,96.68558264,75.18432653
184_Femur_R,-547.2392883,793.9548697,444.4589709,-561.3080377,1383.288307,503.1803703,-507.8477595,1355.969801,481.5664537,-610.2688142,1356.959349,518.4997211,-525.9082925,1398.233827,499.782708,-585.0467022,1395.746094,505.7848511,-513.1772542,1370.453106,531.8461394,-586.0377248,1371.314419,549.0014375,-552.4767892,1372.56216,456.8811919,-603.0836404,1368.760518,465.6578268,-522.6605951,1345.870856,515.2771654,-584.8968137,1346.053375,534.5977508,592.4187985,108.88121,84.66785053
185_Femur_R,-425.0281403,361.4309681,607.27609,-435.9550137,735.0258058,875.6342411,-394.433648,725.0442936,850.4874189,-473.9817201,711.3672765,875.7138254,-408.4608476,746.3979339,879.1528193,-454.3922872,742.3937667,882.22391,-398.5729436,715.2605467,889.9310648,-455.1619915,709.1778222,901.804576,-429.0959865,745.7909155,840.3270208,-468.4011612,739.8255425,844.7540544,-405.9384359,705.1603555,869.2401755,-454.2758722,697.7801946,882.3065046,460.1180246,84.56552582,65.75956773
186_Femur_R,-120.6102201,2.659025315,200.5209387,-123.7109385,56.39471157,319.4779872,-111.9284221,57.50969142,311.8818787,-134.5017757,50.56928893,316.1407552,-115.90892,58.69020136,321.956219,-128.942883,57.27042763,322.1428145,-113.1030299,49.50885509,320.1870668,-129.161302,46.32934047,322.2419586,-121.7645526,64.04982309,312.3285747,-132.9181807,61.9556912,312.5701302,-115.1931353,49.96243937,313.6691739,-128.9098479,46.29483424,315.8331164,130.5676752,23.99715626,18.66059013
187_Femur_R,-325.2686371,-264.177969,471.9116919,-333.6308345,-299.0808532,822.2002917,-301.8550607,-286.2339518,805.9626904,-362.7321899,-308.1863843,806.5508589,-312.5898985,-297.0613473,831.0836249,-347.7406458,-300.6289072,829.6049635,-305.0228111,-316.1192418,814.5712921,-348.3296907,-326.3160251,815.08324,-328.3817081,-271.5615012,815.8248733,-358.4614591,-276.7781662,813.5652495,-310.6595288,-306.2709584,799.9600697,-347.6515549,-317.7547474,800.0685552,352.1224799,64.71692278,50.32496182
188_Femur_R,-438.524707,-626.5598537,372.9080367,-449.798558,-903.4395904,758.3662011,-406.958701,-877.4942427,748.0677306,-489.0327844,-903.5217018,733.9564064,-421.4313278,-907.0698993,770.0994456,-468.8212984,-910.2385111,765.9681281,-411.229438,-918.1904029,737.9733055,-469.6154443,-930.4409519,731.697427,-442.7217257,-867.0112061,769.4731516,-483.2750175,-871.578818,763.3183511,-418.828818,-896.8424842,727.5523875,-468.7011867,-910.3237284,719.9378732,474.728854,87.25086397,67.84773153
189_Femur_R,-486.8482472,-809.4112376,10.73326798,-499.3644282,-1289.586388,227.639635,-451.8038029,-1258.924375,232.1402983,-542.9220979,-1276.11551,204.1250705,-467.8712509,-1299.589875,236.9054765,-520.4833929,-1300.343076,231.1744999,-456.5451568,-1292.448618,199.8445845,-521.3650503,-1300.743275,187.0103395,-491.5077593,-1260.727482,258.539816,-536.5298499,-1261.702532,250.0867641,-464.9819558,-1266.138868,201.6754966,-520.3500454,-1274.873713,186.8710536,527.0419356,96.86553461,75.32426066
190_Femur_R,-482.0464654,-699.3707264,-391.5104059,-494.4391994,-1218.496649,-443.2363029,-447.3476643,-1194.432607,-424.1972603,-537.56726,-1195.304269,-456.7306536,-463.2566392,-1231.661704,-440.2434054,-515.3498678,-1229.470335,-445.5305109,-452.0422542,-1207.190511,-468.4871081,-516.2228294,-1207.949215,-483.5986891,-486.6600208,-1209.048311,-402.4527631,-531.2380587,-1205.699561,-410.1838342,-460.3958411,-1185.536753,-453.8920022,-515.2178356,-1185.697528,-470.910919,521.8437235,95.91015026,74.58133751
191_Femur_R,-401.2061381,-341.1734639,-573.2394441,-411.5205815,-693.8290363,-826.5566417,-372.3264077,-684.4069684,-802.81925,-447.4159648,-671.4965216,-826.6317654,-385.56741,-704.5637786,-829.8780104,-428.9244816,-700.7840373,-832.7769725,-376.2337038,-675.1715816,-840.0521562,-429.6510455,-669.429782,-851.2601802,-405.0459894,-703.9907824,-793.2283226,-442.1481854,-698.3597571,-797.4072295,-383.1863746,-665.6374864,-820.5209511,-428.8145914,-658.6709693,-832.8549378,434.3293026,79.82579227,62.07387155
192_Femur_R,-180.3622978,-3.976345581,-299.8619622,-184.9991578,-84.33348149,-477.752083,-167.3794093,-86.00083877,-466.3927506,-201.1359344,-75.62205876,-472.7615371,-173.3319045,-87.76619069,-481.4580673,-192.8230845,-85.64304017,-481.7371049,-169.1359351,-74.03627039,-478.8124509,-193.1497115,-69.28157744,-481.8853665,-182.0885037,-95.7810479,-467.0607463,-198.7678032,-92.64945225,-467.4219719,-172.2615096,-74.714567,-469.0654981,-192.7736834,-69.22997631,-472.3014895,195.2528229,35.88570053,27.90532106
193_Femur_R,-398.2798548,323.4765087,-577.8390496,-408.5190676,366.2138467,-1006.754957,-369.6107649,350.4832737,-986.872593,-444.1526402,377.363245,-987.5927843,-382.7551912,363.7410337,-1017.632282,-425.7960286,368.1093836,-1015.821714,-373.4895624,387.0767463,-997.413519,-426.5172931,399.5623441,-998.040381,-402.0916994,332.5173808,-998.9484844,-438.9232825,338.9050012,-996.1816556,-380.3915223,375.0178743,-979.5225979,-425.68694,389.0793647,-979.6554345,431.1614282,79.24356571,61.62112238
